Customer ID,Age,Gender,Tenure (Years),Region,Monthly Data Usage (MB),Call Duration (Minutes),SMS Sent,M-Pesa Transactions,Customer Service Interactions,Subscription Type,Churn Indicator,Last Month Data Usage (MB),Second Last Month Data Usage (MB),Third Last Month Data Usage (MB),Last Month Call Duration (Minutes),Second Last Month Call Duration (Minutes),Third Last Month Call Duration (Minutes),Last Month SMS Sent,Second Last Month SMS Sent,Third Last Month SMS Sent,Promotions,Payment Method,Data Rate per MB,Call Rate per Minute,SMS Rate per Message,Churn History,Engagement Score,Avg Monthly Data Usage (MB),Avg Call Duration (Minutes),Avg SMS Sent,Monthly Spend,Previous Churn,Churn Probability,Tenure (Months),Customer Interaction Ratio,Region Encoding,Gender Encoding,Promotions Received,High Churn Region
CUST0516,39,Male,5,Kisumu,9908,374,479,130,1,Prepaid,0,9524,4188,2869,981,203,82,249,172,171,2,Mobile Money,0.05,0.02,0.01,1,10891,5527.0,422.0,197.33333333333334,507.6700000000001,1,0.5,60,0.016666666666666666,0,1,1,0
CUST0517,46,Male,6,Mombasa,6020,10,320,74,0,Prepaid,0,1961,7711,1028,798,553,806,488,129,286,1,Credit Card,0.05,0.02,0.01,1,6424,3566.6666666666665,719.0,301.0,304.4,1,0.5,72,0.0,1,1,1,0
CUST0518,20,Female,9,Kisumu,2272,987,46,165,7,Prepaid,0,1659,5537,5175,894,12,645,250,397,118,2,Credit Card,0.05,0.02,0.01,0,3470,4123.666666666667,517.0,255.0,133.8,0,0.0,108,0.06481481481481481,0,0,1,0
CUST0519,29,Male,10,Kisumu,3280,301,475,188,0,Prepaid,0,886,6819,2163,470,665,210,422,293,349,1,Debit Card,0.05,0.02,0.01,1,4244,3289.3333333333335,448.3333333333333,354.6666666666667,174.77,1,0.5,120,0.0,0,1,1,0
CUST0520,43,Male,9,Nairobi,7923,95,180,77,10,Postpaid,0,7692,9140,3864,530,273,312,278,39,404,0,Credit Card,0.05,0.02,0.01,0,8275,6898.666666666667,371.6666666666667,240.33333333333334,399.85,0,0.0,108,0.09259259259259259,2,1,0,0
CUST0521,33,Male,10,Kisumu,3371,189,105,178,0,Postpaid,0,5275,581,2841,963,297,603,170,446,174,0,Debit Card,0.05,0.02,0.01,0,3843,2899.0,621.0,263.3333333333333,173.38000000000002,0,0.0,120,0.0,0,1,0,0
CUST0522,68,Male,8,Nairobi,1160,452,198,89,3,Prepaid,1,3909,6778,7156,791,50,336,182,337,29,5,Debit Card,0.05,0.02,0.01,1,1899,5947.666666666667,392.3333333333333,182.66666666666666,69.02000000000001,1,1.0,96,0.03125,2,1,1,0
CUST0523,54,Female,10,Nairobi,6742,191,385,175,9,Prepaid,0,1189,7499,5405,851,499,489,1,15,54,3,Cash,0.05,0.02,0.01,0,7493,4697.666666666667,613.0,23.333333333333332,344.77000000000004,0,0.0,120,0.075,2,0,1,0
CUST0524,39,Female,9,Nairobi,1632,485,105,20,9,Postpaid,0,7528,1906,9384,422,368,402,193,126,360,1,Debit Card,0.05,0.02,0.01,0,2242,6272.666666666667,397.3333333333333,226.33333333333334,92.35000000000001,0,0.0,108,0.08333333333333333,2,0,1,0
CUST0525,46,Male,10,Mombasa,1199,265,279,53,5,Prepaid,0,7762,7910,9643,347,723,638,165,372,195,1,Credit Card,0.05,0.02,0.01,0,1796,8438.333333333334,569.3333333333334,244.0,68.04,0,0.0,120,0.041666666666666664,1,1,1,0
CUST0526,31,Male,8,Nakuru,7970,423,259,183,8,Postpaid,1,6164,1980,6450,693,655,190,246,348,452,3,Cash,0.05,0.02,0.01,1,8835,4864.666666666667,512.6666666666666,348.6666666666667,409.54999999999995,1,1.0,96,0.08333333333333333,3,1,1,0
CUST0527,45,Male,8,Mombasa,6797,127,107,102,0,Postpaid,0,7266,9771,1860,934,356,670,498,491,40,4,Credit Card,0.05,0.02,0.01,1,7133,6299.0,653.3333333333334,343.0,343.46000000000004,1,0.5,96,0.0,1,1,1,0
CUST0528,22,Male,1,Nakuru,8312,237,18,58,6,Prepaid,0,9861,4098,5627,912,2,842,412,202,172,5,Debit Card,0.05,0.02,0.01,1,8625,6528.666666666667,585.3333333333334,262.0,420.52000000000004,1,0.5,12,0.5,3,1,1,0
CUST0529,64,Male,10,Nakuru,5057,919,409,71,9,Postpaid,0,1452,8493,6062,146,253,334,243,133,329,1,Debit Card,0.05,0.02,0.01,0,6456,5335.666666666667,244.33333333333334,235.0,275.32,0,0.0,120,0.075,3,1,1,0
CUST0530,66,Male,5,Nairobi,2679,354,458,178,10,Prepaid,0,6642,4683,9230,373,474,521,109,258,218,5,Mobile Money,0.05,0.02,0.01,0,3669,6851.666666666667,456.0,195.0,145.61000000000004,0,0.0,60,0.16666666666666666,2,1,1,0
CUST0531,47,Female,4,Kisumu,9565,939,295,19,4,Prepaid,0,6467,4180,9511,687,846,618,379,13,207,1,Debit Card,0.05,0.02,0.01,1,10818,6719.333333333333,717.0,199.66666666666666,499.97999999999996,1,0.5,48,0.08333333333333333,0,0,1,0
CUST0532,63,Male,2,Nairobi,8775,111,305,111,7,Postpaid,0,7705,8144,6277,674,505,86,322,65,157,1,Cash,0.05,0.02,0.01,1,9302,7375.333333333333,421.6666666666667,181.33333333333334,444.02000000000004,1,0.5,24,0.2916666666666667,2,1,1,0
CUST0533,69,Female,8,Kisumu,1922,827,170,58,6,Postpaid,1,2984,4810,4425,415,255,578,486,479,332,4,Debit Card,0.05,0.02,0.01,1,2977,4073.0,416.0,432.3333333333333,114.34000000000002,1,1.0,96,0.0625,0,0,1,0
CUST0534,22,Female,3,Nakuru,3680,445,330,70,3,Prepaid,0,2354,2258,8963,686,609,61,70,350,227,0,Mobile Money,0.05,0.02,0.01,1,4525,4525.0,452.0,215.66666666666666,196.20000000000002,1,0.5,36,0.08333333333333333,3,0,0,0
CUST0535,29,Male,4,Nairobi,4816,342,492,136,3,Postpaid,0,3731,3099,8501,493,684,386,163,458,84,5,Debit Card,0.05,0.02,0.01,1,5786,5110.333333333333,521.0,235.0,252.56,1,0.5,48,0.0625,2,1,1,0
CUST0536,33,Female,7,Kisumu,7196,144,194,108,5,Prepaid,0,3097,6116,1528,558,149,145,284,341,172,3,Debit Card,0.05,0.02,0.01,0,7642,3580.3333333333335,284.0,265.6666666666667,364.62,0,0.0,84,0.05952380952380952,0,0,1,0
CUST0537,43,Female,10,Mombasa,1114,64,11,128,5,Postpaid,0,8329,6313,6518,255,487,152,374,194,244,5,Debit Card,0.05,0.02,0.01,1,1317,7053.333333333333,298.0,270.6666666666667,57.09,1,0.5,120,0.041666666666666664,1,0,1,0
CUST0538,43,Female,9,Kisumu,5070,246,194,156,8,Postpaid,0,8686,4353,1742,959,278,618,420,113,359,4,Mobile Money,0.05,0.02,0.01,0,5666,4927.0,618.3333333333334,297.3333333333333,260.36,0,0.0,108,0.07407407407407407,0,0,1,0
CUST0539,65,Female,2,Nairobi,770,734,489,190,4,Prepaid,0,4483,2792,9833,685,58,659,112,158,172,2,Credit Card,0.05,0.02,0.01,0,2183,5702.666666666667,467.3333333333333,147.33333333333334,58.07,0,0.0,24,0.16666666666666666,2,0,1,0
CUST0540,38,Female,3,Mombasa,2968,990,282,199,7,Prepaid,0,7463,2001,9284,102,445,697,227,160,334,2,Debit Card,0.05,0.02,0.01,0,4439,6249.333333333333,414.6666666666667,240.33333333333334,171.02,0,0.0,36,0.19444444444444445,1,0,1,0
CUST0541,56,Female,4,Kisumu,4107,489,368,55,4,Prepaid,0,7184,8922,7619,120,112,348,470,253,211,4,Cash,0.05,0.02,0.01,0,5019,7908.333333333333,193.33333333333334,311.3333333333333,218.81000000000003,0,0.0,48,0.08333333333333333,0,0,1,0
CUST0542,53,Male,10,Kisumu,3575,824,181,195,1,Postpaid,0,1156,8050,4710,418,835,853,300,471,83,4,Mobile Money,0.05,0.02,0.01,1,4775,4638.666666666667,702.0,284.6666666666667,197.04,1,0.5,120,0.008333333333333333,0,1,1,0
CUST0543,50,Female,1,Kisumu,789,438,449,34,5,Prepaid,0,8243,4750,6906,349,754,177,15,384,172,0,Cash,0.05,0.02,0.01,0,1710,6633.0,426.6666666666667,190.33333333333334,52.7,0,0.0,12,0.4166666666666667,0,0,0,0
CUST0544,47,Female,7,Kisumu,8620,105,304,122,8,Prepaid,1,7339,9890,3877,656,821,888,495,427,182,5,Debit Card,0.05,0.02,0.01,1,9151,7035.333333333333,788.3333333333334,368.0,436.14000000000004,1,1.0,84,0.09523809523809523,0,0,1,0
CUST0545,54,Female,2,Kisumu,7114,180,143,130,2,Postpaid,0,6812,7491,4571,41,568,846,30,14,442,5,Mobile Money,0.05,0.02,0.01,0,7567,6291.333333333333,485.0,162.0,360.7300000000001,0,0.0,24,0.08333333333333333,0,0,1,0
CUST0546,40,Male,5,Mombasa,3752,183,385,103,0,Postpaid,0,8438,614,1940,366,488,486,161,36,132,2,Debit Card,0.05,0.02,0.01,1,4423,3664.0,446.6666666666667,109.66666666666667,195.11,1,0.5,60,0.0,1,1,1,0
CUST0547,27,Female,1,Nakuru,7915,225,315,6,0,Prepaid,0,6676,4906,4126,28,406,777,305,154,379,3,Cash,0.05,0.02,0.01,1,8461,5236.0,403.6666666666667,279.3333333333333,403.4,1,0.5,12,0.0,3,0,1,0
CUST0548,22,Male,3,Mombasa,7271,776,181,26,2,Prepaid,0,3785,9684,684,965,366,660,192,485,287,5,Mobile Money,0.05,0.02,0.01,0,8254,4717.666666666667,663.6666666666666,321.3333333333333,380.88,0,0.0,36,0.05555555555555555,1,1,1,0
CUST0549,53,Female,2,Mombasa,778,789,29,0,9,Prepaid,1,6059,2847,5496,891,59,246,209,431,261,1,Credit Card,0.05,0.02,0.01,1,1596,4800.666666666667,398.6666666666667,300.3333333333333,54.970000000000006,1,1.0,24,0.375,1,0,1,0
CUST0550,51,Male,1,Mombasa,1080,908,83,198,4,Prepaid,0,4063,1541,8912,784,328,253,377,26,349,1,Credit Card,0.05,0.02,0.01,0,2269,4838.666666666667,455.0,250.66666666666666,72.99,0,0.0,12,0.3333333333333333,1,1,1,0
CUST0551,69,Male,7,Nakuru,5458,88,165,171,2,Postpaid,0,5084,7427,8531,976,727,499,445,491,281,0,Credit Card,0.05,0.02,0.01,1,5882,7014.0,734.0,405.6666666666667,276.31,1,0.5,84,0.023809523809523808,3,1,0,0
CUST0552,48,Female,5,Nairobi,8945,687,283,86,8,Postpaid,0,5317,511,6063,13,468,540,231,11,292,0,Debit Card,0.05,0.02,0.01,0,10001,3963.6666666666665,340.3333333333333,178.0,463.82,0,0.0,60,0.13333333333333333,2,0,0,0
CUST0553,27,Female,1,Nakuru,4776,529,280,40,7,Prepaid,0,5541,8480,3688,919,744,351,426,66,268,2,Mobile Money,0.05,0.02,0.01,0,5625,5903.0,671.3333333333334,253.33333333333334,252.18000000000004,0,0.0,12,0.5833333333333334,3,0,1,0
CUST0554,36,Male,6,Mombasa,8497,370,95,122,2,Prepaid,0,6682,8371,9785,952,566,511,183,29,348,3,Cash,0.05,0.02,0.01,1,9084,8279.333333333334,676.3333333333334,186.66666666666666,433.2,1,0.5,72,0.027777777777777776,1,1,1,0
CUST0555,49,Female,5,Kisumu,5276,971,380,74,8,Prepaid,0,8526,6875,3445,817,884,777,14,95,196,3,Cash,0.05,0.02,0.01,1,6701,6282.0,826.0,101.66666666666667,287.02000000000004,1,0.5,60,0.13333333333333333,0,0,1,0
CUST0556,18,Male,3,Kisumu,1324,935,265,41,5,Postpaid,1,3744,7598,7265,824,719,12,431,214,24,4,Debit Card,0.05,0.02,0.01,0,2565,6202.333333333333,518.3333333333334,223.0,87.55000000000001,0,0.5,36,0.1388888888888889,0,1,1,0
CUST0557,22,Male,7,Mombasa,4332,912,443,116,6,Prepaid,1,1540,4176,2974,484,62,558,304,193,140,0,Debit Card,0.05,0.02,0.01,0,5803,2896.6666666666665,368.0,212.33333333333334,239.27000000000004,0,0.5,84,0.07142857142857142,1,1,0,0
CUST0558,62,Male,10,Kisumu,9391,398,297,160,3,Prepaid,0,2773,6609,7287,188,183,150,208,134,471,5,Cash,0.05,0.02,0.01,1,10246,5556.333333333333,173.66666666666666,271.0,480.48,1,0.5,120,0.025,0,1,1,0
CUST0559,21,Male,9,Mombasa,5945,105,295,177,3,Postpaid,0,4129,5897,9292,871,310,49,171,289,222,1,Mobile Money,0.05,0.02,0.01,0,6522,6439.333333333333,410.0,227.33333333333334,302.3,0,0.0,108,0.027777777777777776,1,1,1,0
CUST0560,33,Male,9,Kisumu,1880,270,224,62,1,Postpaid,1,2614,3565,9852,294,792,214,265,31,19,5,Debit Card,0.05,0.02,0.01,0,2436,5343.666666666667,433.3333333333333,105.0,101.64,0,0.5,108,0.009259259259259259,0,1,1,0
CUST0561,41,Female,9,Nakuru,7034,974,332,164,4,Prepaid,0,7864,2536,5099,182,537,990,19,372,246,1,Mobile Money,0.05,0.02,0.01,0,8504,5166.333333333333,569.6666666666666,212.33333333333334,374.50000000000006,0,0.0,108,0.037037037037037035,3,0,1,0
CUST0562,33,Male,2,Nairobi,3656,830,360,186,7,Prepaid,0,2177,3546,6774,863,176,643,69,38,327,2,Cash,0.05,0.02,0.01,1,5032,4165.666666666667,560.6666666666666,144.66666666666666,203.0,1,0.5,24,0.2916666666666667,2,1,1,0
CUST0563,19,Male,3,Nairobi,4807,502,373,126,6,Postpaid,0,3594,1040,4813,547,574,371,7,351,443,1,Mobile Money,0.05,0.02,0.01,0,5808,3149.0,497.3333333333333,267.0,254.12,0,0.0,36,0.16666666666666666,2,1,1,0
CUST0564,66,Female,7,Nakuru,6134,678,41,175,6,Prepaid,1,9690,576,2718,881,428,112,428,426,200,5,Credit Card,0.05,0.02,0.01,0,7028,4328.0,473.6666666666667,351.3333333333333,320.67,0,0.5,84,0.07142857142857142,3,0,1,0
CUST0565,45,Male,5,Nakuru,9075,524,302,132,5,Prepaid,1,6373,3567,1652,36,72,251,33,426,404,5,Cash,0.05,0.02,0.01,1,10033,3864.0,119.66666666666667,287.6666666666667,467.25,1,1.0,60,0.08333333333333333,3,1,1,0
CUST0566,49,Female,2,Mombasa,6310,848,420,47,2,Postpaid,0,2784,523,556,13,846,962,223,205,114,3,Credit Card,0.05,0.02,0.01,0,7625,1287.6666666666667,607.0,180.66666666666666,336.65999999999997,0,0.0,24,0.08333333333333333,1,0,1,0
CUST0567,44,Female,3,Mombasa,9033,31,245,2,4,Postpaid,0,5552,5634,9896,922,166,340,178,386,382,3,Cash,0.05,0.02,0.01,0,9311,7027.333333333333,476.0,315.3333333333333,454.72,0,0.0,36,0.1111111111111111,1,0,1,0
CUST0568,37,Female,10,Mombasa,6434,392,207,115,0,Postpaid,0,7562,1175,643,634,224,52,245,429,188,0,Credit Card,0.05,0.02,0.01,0,7148,3126.6666666666665,303.3333333333333,287.3333333333333,331.61,0,0.0,120,0.0,1,0,0,0
CUST0569,41,Male,6,Kisumu,3609,39,236,174,6,Prepaid,0,2089,7168,7718,594,576,129,489,415,467,5,Mobile Money,0.05,0.02,0.01,0,4058,5658.333333333333,433.0,457.0,183.59000000000003,0,0.0,72,0.08333333333333333,0,1,1,0
CUST0570,29,Male,7,Mombasa,4582,659,21,189,8,Postpaid,0,9853,4767,9059,158,580,835,259,42,462,2,Cash,0.05,0.02,0.01,1,5451,7893.0,524.3333333333334,254.33333333333334,242.49000000000004,1,0.5,84,0.09523809523809523,1,1,1,0
CUST0571,67,Male,9,Nakuru,3740,217,184,98,0,Postpaid,0,3020,6488,6861,493,951,192,107,483,25,1,Cash,0.05,0.02,0.01,0,4239,5456.333333333333,545.3333333333334,205.0,193.18,0,0.0,108,0.0,3,1,1,0
CUST0572,52,Female,1,Nairobi,6528,730,467,115,1,Prepaid,0,5148,8152,1115,328,8,590,241,336,53,0,Credit Card,0.05,0.02,0.01,0,7840,4805.0,308.6666666666667,210.0,345.6700000000001,0,0.0,12,0.08333333333333333,2,0,0,0
CUST0573,50,Male,7,Kisumu,2349,980,241,13,2,Prepaid,1,6229,9180,8562,613,235,56,422,495,169,4,Mobile Money,0.05,0.02,0.01,0,3583,7990.333333333333,301.3333333333333,362.0,139.46,0,0.5,84,0.023809523809523808,0,1,1,0
CUST0574,50,Female,8,Mombasa,8997,81,362,190,2,Postpaid,0,1194,1985,6477,848,709,96,467,258,394,4,Cash,0.05,0.02,0.01,0,9630,3218.6666666666665,551.0,373.0,455.09000000000003,0,0.0,96,0.020833333333333332,1,0,1,0
CUST0575,68,Male,3,Kisumu,3249,844,282,111,7,Postpaid,0,8307,4159,7484,82,923,197,23,248,420,1,Debit Card,0.05,0.02,0.01,0,4486,6650.0,400.6666666666667,230.33333333333334,182.15,0,0.0,36,0.19444444444444445,0,1,1,0
CUST0576,60,Female,4,Kisumu,7180,719,40,60,6,Prepaid,0,4183,2919,9390,555,684,646,215,73,488,1,Credit Card,0.05,0.02,0.01,1,7999,5497.333333333333,628.3333333333334,258.6666666666667,373.78,1,0.5,48,0.125,0,0,1,0
CUST0577,54,Male,10,Mombasa,9827,200,335,158,5,Prepaid,0,7204,8240,5471,579,793,146,54,372,380,1,Cash,0.05,0.02,0.01,1,10520,6971.666666666667,506.0,268.6666666666667,498.70000000000005,1,0.5,120,0.041666666666666664,1,1,1,0
CUST0578,29,Male,6,Kisumu,705,446,161,94,9,Postpaid,0,7868,7643,6281,559,27,683,25,318,10,3,Mobile Money,0.05,0.02,0.01,0,1406,7264.0,423.0,117.66666666666667,45.78,0,0.0,72,0.125,0,1,1,0
CUST0579,20,Male,10,Nairobi,7852,843,159,16,9,Postpaid,1,2471,3995,1444,568,807,574,280,366,26,1,Mobile Money,0.05,0.02,0.01,0,8870,2636.6666666666665,649.6666666666666,224.0,411.05,0,0.5,120,0.075,2,1,1,0
CUST0580,18,Female,7,Nakuru,5091,427,473,123,10,Prepaid,1,8555,1256,9614,586,910,576,291,295,349,4,Mobile Money,0.05,0.02,0.01,1,6114,6475.0,690.6666666666666,311.6666666666667,267.82000000000005,1,1.0,84,0.11904761904761904,3,0,1,0
CUST0581,50,Female,4,Nakuru,3950,37,88,23,3,Postpaid,0,4718,8948,7578,21,645,294,326,273,82,1,Mobile Money,0.05,0.02,0.01,1,4098,7081.333333333333,320.0,227.0,199.12,1,0.5,48,0.0625,3,0,1,0
CUST0582,57,Male,8,Nairobi,7714,210,321,115,8,Prepaid,0,2368,2279,2246,131,26,722,457,322,289,5,Credit Card,0.05,0.02,0.01,1,8360,2297.6666666666665,293.0,356.0,393.11,1,0.5,96,0.08333333333333333,2,1,1,0
CUST0583,27,Male,5,Kisumu,4311,443,11,150,0,Postpaid,1,2171,6987,6283,464,549,620,185,358,37,2,Cash,0.05,0.02,0.01,0,4915,5147.0,544.3333333333334,193.33333333333334,224.52000000000004,0,0.5,60,0.0,0,1,1,0
CUST0584,60,Female,1,Mombasa,5641,326,423,81,10,Prepaid,0,9774,758,7407,455,195,793,494,189,444,4,Credit Card,0.05,0.02,0.01,0,6471,5979.666666666667,481.0,375.6666666666667,292.8,0,0.0,12,0.8333333333333334,1,0,1,0
CUST0585,61,Female,4,Kisumu,9001,760,72,49,1,Prepaid,0,2228,4575,9775,301,202,683,11,137,86,2,Credit Card,0.05,0.02,0.01,0,9882,5526.0,395.3333333333333,78.0,465.97,0,0.0,48,0.020833333333333332,0,0,1,0
CUST0586,46,Female,3,Nairobi,3208,226,75,78,3,Postpaid,0,8132,8998,9125,954,84,11,128,435,436,4,Mobile Money,0.05,0.02,0.01,0,3587,8751.666666666666,349.6666666666667,333.0,165.67000000000002,0,0.0,36,0.08333333333333333,2,0,1,0
CUST0587,30,Male,9,Kisumu,2491,47,345,78,2,Postpaid,1,6903,8514,3426,929,831,917,371,456,320,0,Debit Card,0.05,0.02,0.01,0,2961,6281.0,892.3333333333334,382.3333333333333,128.94,0,0.5,108,0.018518518518518517,0,1,0,0
CUST0588,29,Female,8,Nakuru,8963,17,200,69,0,Prepaid,0,6592,1618,1589,266,29,332,433,301,386,5,Mobile Money,0.05,0.02,0.01,0,9249,3266.3333333333335,209.0,373.3333333333333,450.49,0,0.0,96,0.0,3,0,1,0
CUST0589,48,Male,1,Kisumu,3773,911,9,26,4,Postpaid,0,2642,8131,3457,798,465,219,408,310,450,4,Debit Card,0.05,0.02,0.01,1,4719,4743.333333333333,494.0,389.3333333333333,206.96,1,0.5,12,0.3333333333333333,0,1,1,0
CUST0590,63,Female,6,Nairobi,5038,438,351,14,6,Postpaid,1,9840,3517,3112,394,98,397,207,429,155,5,Credit Card,0.05,0.02,0.01,1,5841,5489.666666666667,296.3333333333333,263.6666666666667,264.17,1,1.0,72,0.08333333333333333,2,0,1,0
CUST0591,19,Male,9,Nakuru,9212,806,225,49,1,Postpaid,0,6684,4841,6547,119,898,341,132,330,397,4,Mobile Money,0.05,0.02,0.01,0,10292,6024.0,452.6666666666667,286.3333333333333,478.97,0,0.0,108,0.009259259259259259,3,1,1,0
CUST0592,68,Female,7,Kisumu,9668,707,175,35,4,Prepaid,0,6510,2158,6749,245,189,797,338,443,307,2,Mobile Money,0.05,0.02,0.01,0,10585,5139.0,410.3333333333333,362.6666666666667,499.29,0,0.0,84,0.047619047619047616,0,0,1,0
CUST0593,67,Female,4,Kisumu,4222,186,275,7,5,Postpaid,0,753,8878,4259,567,11,511,195,352,285,2,Credit Card,0.05,0.02,0.01,0,4690,4630.0,363.0,277.3333333333333,217.57000000000002,0,0.0,48,0.10416666666666667,0,0,1,0
CUST0594,52,Female,1,Nakuru,4051,344,38,78,10,Postpaid,1,4602,2297,8218,37,602,171,261,483,185,4,Mobile Money,0.05,0.02,0.01,1,4511,5039.0,270.0,309.6666666666667,209.81,1,1.0,12,0.8333333333333334,3,0,1,0
CUST0595,40,Female,2,Mombasa,3332,223,59,130,6,Prepaid,0,4042,9616,4763,244,29,467,281,281,181,4,Cash,0.05,0.02,0.01,1,3744,6140.333333333333,246.66666666666666,247.66666666666666,171.65000000000003,1,0.5,24,0.25,1,0,1,0
CUST0596,34,Female,5,Nakuru,6179,829,65,189,0,Postpaid,1,3275,1284,2402,20,724,747,368,410,452,3,Debit Card,0.05,0.02,0.01,1,7262,2320.3333333333335,497.0,410.0,326.18,1,1.0,60,0.0,3,0,1,0
CUST0597,43,Male,5,Mombasa,7079,487,320,46,6,Postpaid,0,8178,6191,3067,109,37,986,102,165,368,5,Debit Card,0.05,0.02,0.01,1,7932,5812.0,377.3333333333333,211.66666666666666,366.89000000000004,1,0.5,60,0.1,1,1,1,0
CUST0598,25,Female,8,Nairobi,652,908,434,104,3,Prepaid,0,6712,3696,8575,605,852,165,119,277,142,5,Debit Card,0.05,0.02,0.01,0,2098,6327.666666666667,540.6666666666666,179.33333333333334,55.10000000000001,0,0.0,96,0.03125,2,0,1,0
CUST0599,46,Female,6,Nairobi,6254,876,123,97,7,Prepaid,1,5137,9032,3494,393,571,698,182,25,421,5,Mobile Money,0.05,0.02,0.01,1,7350,5887.666666666667,554.0,209.33333333333334,331.45000000000005,1,1.0,72,0.09722222222222222,2,0,1,0
CUST0600,43,Female,8,Nakuru,3300,848,163,95,3,Postpaid,0,6534,1062,5729,409,293,169,422,469,205,5,Cash,0.05,0.02,0.01,1,4406,4441.666666666667,290.3333333333333,365.3333333333333,183.59,1,0.5,96,0.03125,3,0,1,0
CUST0601,27,Male,2,Nakuru,5810,228,407,188,5,Postpaid,0,8957,5246,2510,986,359,563,8,452,141,0,Mobile Money,0.05,0.02,0.01,0,6633,5571.0,636.0,200.33333333333334,299.13,0,0.0,24,0.20833333333333334,3,1,0,0
CUST0602,43,Female,3,Nairobi,3110,389,410,159,8,Prepaid,0,6976,3499,7877,647,654,511,44,418,184,0,Debit Card,0.05,0.02,0.01,0,4068,6117.333333333333,604.0,215.33333333333334,167.38,0,0.0,36,0.2222222222222222,2,0,0,0
CUST0603,51,Male,6,Mombasa,1604,978,385,115,4,Prepaid,0,3648,1693,1330,742,913,830,243,449,442,1,Mobile Money,0.05,0.02,0.01,0,3082,2223.6666666666665,828.3333333333334,378.0,103.61,0,0.0,72,0.05555555555555555,1,1,1,0
CUST0604,68,Female,10,Nairobi,7861,588,158,12,3,Postpaid,0,3859,568,548,7,179,188,269,482,240,4,Debit Card,0.05,0.02,0.01,1,8619,1658.3333333333333,124.66666666666667,330.3333333333333,406.39,1,0.5,120,0.025,2,0,1,0
CUST0605,58,Female,3,Nakuru,4699,187,56,0,7,Postpaid,0,1504,6179,4710,443,796,119,111,72,7,4,Credit Card,0.05,0.02,0.01,0,4942,4131.0,452.6666666666667,63.333333333333336,239.25000000000003,0,0.0,36,0.19444444444444445,3,0,1,0
CUST0606,24,Male,6,Nairobi,4354,857,77,33,8,Postpaid,0,5217,2928,1678,327,111,104,54,114,71,4,Debit Card,0.05,0.02,0.01,1,5321,3274.3333333333335,180.66666666666666,79.66666666666667,235.61000000000004,1,0.5,72,0.1111111111111111,2,1,1,0
CUST0607,21,Female,6,Nakuru,7763,269,193,189,3,Prepaid,1,3771,6700,6268,886,741,673,392,50,402,4,Credit Card,0.05,0.02,0.01,1,8414,5579.666666666667,766.6666666666666,281.3333333333333,395.46000000000004,1,1.0,72,0.041666666666666664,3,0,1,0
CUST0608,70,Male,2,Nakuru,2414,606,284,78,2,Postpaid,0,709,5896,8378,289,443,806,14,368,287,5,Credit Card,0.05,0.02,0.01,1,3382,4994.333333333333,512.6666666666666,223.0,135.66,1,0.5,24,0.08333333333333333,3,1,1,0
CUST0609,67,Male,7,Nairobi,7865,309,14,77,7,Prepaid,1,9579,7493,570,762,20,40,36,401,94,5,Credit Card,0.05,0.02,0.01,1,8265,5880.666666666667,274.0,177.0,399.57,1,1.0,84,0.08333333333333333,2,1,1,0
CUST0610,62,Female,2,Mombasa,3572,131,11,120,4,Prepaid,0,6039,4098,8186,510,144,888,177,170,156,0,Debit Card,0.05,0.02,0.01,0,3834,6107.666666666667,514.0,167.66666666666666,181.33000000000004,0,0.0,24,0.16666666666666666,1,0,0,0
CUST0611,28,Male,6,Kisumu,9698,550,100,92,1,Prepaid,0,653,9535,8379,911,1000,875,126,267,40,2,Cash,0.05,0.02,0.01,0,10440,6189.0,928.6666666666666,144.33333333333334,496.90000000000003,0,0.0,72,0.013888888888888888,0,1,1,0
CUST0612,46,Female,1,Nairobi,906,71,155,97,9,Postpaid,0,4093,1073,5955,360,498,676,116,2,330,3,Debit Card,0.05,0.02,0.01,1,1229,3707.0,511.3333333333333,149.33333333333334,48.27,1,0.5,12,0.75,2,0,1,0
CUST0613,53,Female,3,Kisumu,666,792,339,81,8,Postpaid,0,9106,4714,8758,908,145,320,339,209,300,5,Mobile Money,0.05,0.02,0.01,0,1878,7526.0,457.6666666666667,282.6666666666667,52.53,0,0.0,36,0.2222222222222222,0,0,1,0
CUST0614,42,Male,2,Nairobi,1008,844,124,198,2,Postpaid,0,1784,8136,6112,598,440,885,71,375,268,5,Mobile Money,0.05,0.02,0.01,1,2174,5344.0,641.0,238.0,68.52,1,0.5,24,0.08333333333333333,2,1,1,0
CUST0615,38,Male,7,Kisumu,2161,671,358,158,1,Prepaid,0,3648,1978,6269,715,886,334,351,485,154,5,Cash,0.05,0.02,0.01,1,3348,3965.0,645.0,330.0,125.05000000000001,1,0.5,84,0.011904761904761904,0,1,1,0
CUST0616,53,Male,4,Mombasa,4164,186,279,191,0,Postpaid,1,1268,6627,2277,218,420,159,110,390,274,2,Cash,0.05,0.02,0.01,0,4820,3390.6666666666665,265.6666666666667,258.0,214.71,0,0.5,48,0.0,1,1,1,0
CUST0617,27,Male,8,Mombasa,3989,485,404,152,7,Prepaid,1,9674,9660,7880,405,315,263,148,480,153,2,Cash,0.05,0.02,0.01,0,5030,9071.333333333334,327.6666666666667,260.3333333333333,213.19,0,0.5,96,0.07291666666666667,1,1,1,0
